ID,Nombre Español,Nombre Ingles,WORLD_SN,"WORLDM_Country,Other",ECDC_SN,ECDC_countriesAndTerritories,OURWOR_SN,OURWORLD_Entity,JHONH_SN,JHONH_Country/Region,Early_SN,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING
99,Kiribati,Kiribati,N,Kiribati,N,Kiribati,N,Kiribati,N,Kiribati,N,Kiribati,Estado Soberanos,Kiribati,República de Kiribati,República parlamentaria,Tarawa Sur,Oceanía,https://www.google.com/maps/place/Kiribati,https://es.wikipedia.org/wiki/Kiribati,https://commons.wikimedia.org/wiki/File:Kiribati_in_its_region.svg#/media/File:Kiribati_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Kiribati&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Kiribati&FORM=HDRSC4
100,Kuwait,Kuwait,S,Kuwait,S,Kuwait,S,Kuwait,S,Kuwait,N,Kuwait,Estado Soberanos,Kuwait,Estado de Kuwait,Monarquía constitucional,Ciudad de Kuwait,Asia,https://www.google.com/maps/place/Kuwait,https://es.wikipedia.org/wiki/Kuwait,https://commons.wikimedia.org/wiki/File:Kuwait_in_its_region.svg#/media/File:Kuwait_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Kuwait&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Kuwait&FORM=HDRSC4
101,Laos,Laos,S,Laos,S,Laos,S,Laos,S,Laos,N,Laos,Estado Soberanos,Laos,República Democrática Popular Lao,Estado socialista,Vientián,Asia,https://www.google.com/maps/place/Laos,https://es.wikipedia.org/wiki/Laos,https://commons.wikimedia.org/wiki/File:Laos_in_its_region.svg#/media/File:Laos_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Laos&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Laos&FORM=HDRSC4
102,Lesoto,Lesotho,N,Lesotho,N,Lesotho,N,Lesotho,N,Lesotho,N,Lesotho,Estado Soberanos,Lesoto,Reino de Lesoto,Monarquía parlamentaria,Maseru,África,https://www.google.com/maps/place/Lesoto,https://es.wikipedia.org/wiki/Lesoto,https://commons.wikimedia.org/wiki/File:Lesotho_in_its_region.svg#/media/File:Lesotho_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Lesotho&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Lesotho&FORM=HDRSC4
103,Letonia,Latvia,S,Latvia,S,Latvia,S,Latvia,S,Latvia,N,Latvia,Estado Soberanos,Letonia,República de Letonia,República parlamentaria,Riga,Europa,https://www.google.com/maps/place/Letonia,https://es.wikipedia.org/wiki/Letonia,https://commons.wikimedia.org/wiki/File:Latvia_in_its_region.svg#/media/File:Latvia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Latvia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Latvia&FORM=HDRSC4
104,Líbano,Lebanon,S,Lebanon,S,Lebanon,S,Lebanon,S,Lebanon,N,Lebanon,Estado Soberanos,Líbano,República Libanesa,República parlamentaria,Beirut,Asia,https://www.google.com/maps/place/Líbano,https://es.wikipedia.org/wiki/Líbano,https://commons.wikimedia.org/wiki/File:Lebanon_in_its_region.svg#/media/File:Lebanon_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Lebanon&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Lebanon&FORM=HDRSC4
105,Liberia,Liberia,S,Liberia,S,Liberia,S,Liberia,S,Liberia,N,Liberia,Estado Soberanos,Liberia,República de Liberia,República presidencialista,Monrovia,África,https://www.google.com/maps/place/Liberia,https://es.wikipedia.org/wiki/Liberia,https://commons.wikimedia.org/wiki/File:Liberia_in_its_region.svg#/media/File:Liberia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Liberia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Liberia&FORM=HDRSC4
106,Libia,Libya,S,Libya,S,Libya,S,Libya,S,Libya,N,Libya,Estado Soberanos,Libia,Estado de Libia,Gobierno provisional,Trípoli,África,https://www.google.com/maps/place/Libia,https://es.wikipedia.org/wiki/Libia,https://commons.wikimedia.org/wiki/File:Libya_in_its_region.svg#/media/File:Libya_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Libya&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Libya&FORM=HDRSC4
107,Liechtenstein,Liechtenstein,S,Liechtenstein,S,Liechtenstein,S,Liechtenstein,S,Liechtenstein,N,Liechtenstein,Estado Soberanos,Liechtenstein,Principado de Liechtenstein,Monarquía constitucional,Vaduz,Europa,https://www.google.com/maps/place/Liechtenstein,https://es.wikipedia.org/wiki/Liechtenstein,https://commons.wikimedia.org/wiki/File:Liechtenstein_in_its_region.svg#/media/File:Liechtenstein_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Liechtenstein&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Liechtenstein&FORM=HDRSC4
108,Lituania,Lithuania,S,Lithuania,S,Lithuania,S,Lithuania,S,Lithuania,S,Lithuania,Estado Soberanos,Lituania,República de Lituania,República semipresidencialista,Vilna,Europa,https://www.google.com/maps/place/Lituania,https://es.wikipedia.org/wiki/Lituania,https://commons.wikimedia.org/wiki/File:Lithuania_in_its_region.svg#/media/File:Lithuania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Lithuania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Lithuania&FORM=HDRSC4
109,Luxemburgo,Luxembourg,S,Luxembourg,S,Luxembourg,S,Luxembourg,S,Luxembourg,S,Luxembourg,Estado Soberanos,Luxemburgo,Gran Ducado de Luxemburgo,Monarquía constitucional,Ciudad de Luxemburgo,Europa,https://www.google.com/maps/place/Luxemburgo,https://es.wikipedia.org/wiki/Luxemburgo,https://commons.wikimedia.org/wiki/File:Luxembourg_in_its_region.svg#/media/File:Luxembourg_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Luxembourg&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Luxembourg&FORM=HDRSC4
110,Macedonia del Norte,North Macedonia,S,North Macedonia,S,North_Macedonia,S,Macedonia,S,North Macedonia,S,North Macedonia,Estado Soberanos,Macedonia del Norte,República de Macedonia del Norte,República parlamentaria,Skopie,Europa,https://www.google.com/maps/place/Macedonia del Norte,https://es.wikipedia.org/wiki/Macedonia del Norte,https://commons.wikimedia.org/wiki/File:North Macedonia_in_its_region.svg#/media/File:North Macedonia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +North Macedonia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +North Macedonia&FORM=HDRSC4
111,Madagascar,Madagascar,S,Madagascar,S,Madagascar,S,Madagascar,S,Madagascar,N,Madagascar,Estado Soberanos,Madagascar,República de Madagascar,República semipresidencialista,Antananarivo,África,https://www.google.com/maps/place/Madagascar,https://es.wikipedia.org/wiki/Madagascar,https://commons.wikimedia.org/wiki/File:Madagascar_in_its_region.svg#/media/File:Madagascar_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Madagascar&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Madagascar&FORM=HDRSC4
112,Malasia,Malaysia,S,Malaysia,S,Maldives,S,Malaysia,S,Malaysia,S,Malaysia,Estado Soberanos,Malasia,Federación de Malasia,Monarquía constitucional electiva,Kuala Lumpur​,Asia,https://www.google.com/maps/place/Malasia,https://es.wikipedia.org/wiki/Malasia,https://commons.wikimedia.org/wiki/File:Malaysia_in_its_region.svg#/media/File:Malaysia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Malaysia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Malaysia&FORM=HDRSC4
113,Malaui,Malawi,N,Malawi,S,Malaysia,N,Malawi,N,Malawi,N,Malawi,Estado Soberanos,Malaui,República de Malaui,República presidencialista,Lilongüe,África,https://www.google.com/maps/place/Malaui,https://es.wikipedia.org/wiki/Malaui,https://commons.wikimedia.org/wiki/File:Malawi_in_its_region.svg#/media/File:Malawi_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Malawi&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Malawi&FORM=HDRSC4
114,Maldivas,Maldives,S,Maldives,S,Mali,S,Maldives,S,Maldives,S,Maldives,Estado Soberanos,Maldivas,República de Maldivas,República presidencialista,Malé,Asia,https://www.google.com/maps/place/Maldivas,https://es.wikipedia.org/wiki/Maldivas,https://commons.wikimedia.org/wiki/File:Maldives_in_its_region.svg#/media/File:Maldives_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Maldives&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Maldives&FORM=HDRSC4
115,Mali / Malí,Mali,S,Mali,S,Malta,S,Mali,S,Mali,S,Mali,Estado Soberanos,Mali / Malí,República de Malí,República semipresidencialista,Bamako,África,https://www.google.com/maps/place/Mali / Malí,https://es.wikipedia.org/wiki/Mali / Malí,https://commons.wikimedia.org/wiki/File:Mali_in_its_region.svg#/media/File:Mali_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mali&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mali&FORM=HDRSC4
116,Malta,Malta,S,Malta,N,Malta,S,Malta,S,Malta,S,Malta,Estado Soberanos,Malta,República de Malta,República parlamentaria,La Valeta,Europa,https://www.google.com/maps/place/Malta,https://es.wikipedia.org/wiki/Malta,https://commons.wikimedia.org/wiki/File:Malta_in_its_region.svg#/media/File:Malta_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Malta&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Malta&FORM=HDRSC4
117,Marruecos,Morocco,S,Morocco,S,Morocco,S,Morocco,S,Morocco,S,Morocco,Estado Soberanos,Marruecos,Reino de Marruecos,Monarquía constitucional,Rabat,África,https://www.google.com/maps/place/Marruecos,https://es.wikipedia.org/wiki/Marruecos,https://commons.wikimedia.org/wiki/File:Morocco_in_its_region.svg#/media/File:Morocco_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Morocco&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Morocco&FORM=HDRSC4
118,Islas Marshall,Marshall Islands,N,Marshall Islands,N,Marshall Islands,N,Marshall Islands,N,Marshall Islands,N,Marshall Islands,Estado Soberanos,Islas Marshall,República de las Islas Marshall,República parlamentaria,Majuro,Oceanía,https://www.google.com/maps/place/Islas Marshall,https://es.wikipedia.org/wiki/Islas Marshall,https://commons.wikimedia.org/wiki/File:Marshall Islands_in_its_region.svg#/media/File:Marshall Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Marshall Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Marshall Islands&FORM=HDRSC4
119,Mauricio,Mauritius,S,Mauritius,S,Mauritius,S,Mauritius,S,Mauritius,N,Mauritius,Estado Soberanos,Mauricio,República de Mauricio,República parlamentaria,Port Louis,África,https://www.google.com/maps/place/Mauricio,https://es.wikipedia.org/wiki/Mauricio,https://commons.wikimedia.org/wiki/File:Mauritius_in_its_region.svg#/media/File:Mauritius_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mauritius&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mauritius&FORM=HDRSC4
120,Mauritania,Mauritania,S,Mauritania,S,Mauritania,S,Mauritania,S,Mauritania,N,Mauritania,Estado Soberanos,Mauritania,República Islámica de Mauritania,República islámica semipresidencialista,Nuakchot,África,https://www.google.com/maps/place/Mauritania,https://es.wikipedia.org/wiki/Mauritania,https://commons.wikimedia.org/wiki/File:Mauritania_in_its_region.svg#/media/File:Mauritania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mauritania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mauritania&FORM=HDRSC4
121,México,Mexico,S,Mexico,S,Mexico,S,Mexico,S,Mexico,S,Mexico,Estado Soberanos,México,Estados Unidos Mexicanos,República federal parlamentaria presidencialista,Ciudad de México,América,https://www.google.com/maps/place/México,https://es.wikipedia.org/wiki/México,https://commons.wikimedia.org/wiki/File:Mexico_in_its_region.svg#/media/File:Mexico_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mexico&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mexico&FORM=HDRSC4
122,Micronesia,Micronesia,N,Micronesia,N,Micronesia,N,Micronesia,N,Micronesia,N,Micronesia,Estado Soberanos,Micronesia,Estados Federados de Micronesia,República parlamentaria,Palikir,Oceanía,https://www.google.com/maps/place/Micronesia,https://es.wikipedia.org/wiki/Micronesia,https://commons.wikimedia.org/wiki/File:Micronesia_in_its_region.svg#/media/File:Micronesia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Micronesia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Micronesia&FORM=HDRSC4
123,Moldavia,Moldova,S,Moldova,S,Moldova,S,Moldova,S,Moldova,N,Moldova,Estado Soberanos,Moldavia,República de Moldavia,República parlamentaria,Chisináu,Europa,https://www.google.com/maps/place/Moldavia,https://es.wikipedia.org/wiki/Moldavia,https://commons.wikimedia.org/wiki/File:Moldova_in_its_region.svg#/media/File:Moldova_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Moldova&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Moldova&FORM=HDRSC4
124,Mónaco,Monaco,S,Monaco,S,Monaco,S,Monaco,S,Monaco,N,Monaco,Estado Soberanos,Mónaco,Principado de Mónaco,Monarquía constitucional,Ciudad de Mónaco,Europa,https://www.google.com/maps/place/Mónaco,https://es.wikipedia.org/wiki/Mónaco,https://commons.wikimedia.org/wiki/File:Monaco_in_its_region.svg#/media/File:Monaco_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Monaco&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Monaco&FORM=HDRSC4
125,Mongolia,Mongolia,S,Mongolia,S,Mongolia,S,Mongolia,S,Mongolia,N,Mongolia,Estado Soberanos,Mongolia,Mongolia,República semipresidencialista,Ulán Bator,Asia,https://www.google.com/maps/place/Mongolia,https://es.wikipedia.org/wiki/Mongolia,https://commons.wikimedia.org/wiki/File:Mongolia_in_its_region.svg#/media/File:Mongolia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mongolia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mongolia&FORM=HDRSC4
126,Montenegro,Montenegro,S,Montenegro,S,Montenegro,S,Montenegro,S,Montenegro,N,Montenegro,Estado Soberanos,Montenegro,República de Montenegro,República parlamentaria,Podgorica,Europa,https://www.google.com/maps/place/Montenegro,https://es.wikipedia.org/wiki/Montenegro,https://commons.wikimedia.org/wiki/File:Montenegro_in_its_region.svg#/media/File:Montenegro_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Montenegro&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Montenegro&FORM=HDRSC4
127,Mozambique,Mozambique,S,Mozambique,S,Mozambique,S,Mozambique,S,Mozambique,N,Mozambique,Estado Soberanos,Mozambique,República de Mozambique,República semipresidencialista,Maputo,África,https://www.google.com/maps/place/Mozambique,https://es.wikipedia.org/wiki/Mozambique,https://commons.wikimedia.org/wiki/File:Mozambique_in_its_region.svg#/media/File:Mozambique_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mozambique&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mozambique&FORM=HDRSC4
128,Namibia,Namibia,S,Namibia,N,Namibia,S,Namibia,S,Namibia,N,Namibia,Estado Soberanos,Namibia,República de Namibia,República semipresidencialista,Windhoek,África,https://www.google.com/maps/place/Namibia,https://es.wikipedia.org/wiki/Namibia,https://commons.wikimedia.org/wiki/File:Namibia_in_its_region.svg#/media/File:Namibia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Namibia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Namibia&FORM=HDRSC4
129,Nauru,Nauru,N,Nauru,N,Nauru,N,Nauru,N,Nauru,N,Nauru,Estado Soberanos,Nauru,República de Nauru,República parlamentaria,Yaren​,Oceanía,https://www.google.com/maps/place/Nauru,https://es.wikipedia.org/wiki/Nauru,https://commons.wikimedia.org/wiki/File:Nauru_in_its_region.svg#/media/File:Nauru_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nauru&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nauru&FORM=HDRSC4
130,Nepal,Nepal,S,Nepal,S,Nepal,S,Nepal,S,Nepal,N,Nepal,Estado Soberanos,Nepal,República Federal Democrática de Nepal,República parlamentaria,Katmandú,Asia,https://www.google.com/maps/place/Nepal,https://es.wikipedia.org/wiki/Nepal,https://commons.wikimedia.org/wiki/File:Nepal_in_its_region.svg#/media/File:Nepal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nepal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nepal&FORM=HDRSC4
131,Nicaragua,Nicaragua,S,Nicaragua,S,Nicaragua,S,Nicaragua,S,Nicaragua,N,Nicaragua,Estado Soberanos,Nicaragua,República de Nicaragua,República presidencialista,Managua,América,https://www.google.com/maps/place/Nicaragua,https://es.wikipedia.org/wiki/Nicaragua,https://commons.wikimedia.org/wiki/File:Nicaragua_in_its_region.svg#/media/File:Nicaragua_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nicaragua&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nicaragua&FORM=HDRSC4
132,Níger,Niger,S,Niger,S,Niger,S,Niger,S,Niger,S,Niger,Estado Soberanos,Níger,República del Níger,República semipresidencialista,Niamey,África,https://www.google.com/maps/place/Níger,https://es.wikipedia.org/wiki/Níger,https://commons.wikimedia.org/wiki/File:Niger_in_its_region.svg#/media/File:Niger_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Niger&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Niger&FORM=HDRSC4
133,Nigeria,Nigeria,S,Nigeria,S,Nigeria,S,Nigeria,S,Nigeria,S,Nigeria,Estado Soberanos,Nigeria,República Federal de Nigeria,República presidencialista,Abuya,África,https://www.google.com/maps/place/Nigeria,https://es.wikipedia.org/wiki/Nigeria,https://commons.wikimedia.org/wiki/File:Nigeria_in_its_region.svg#/media/File:Nigeria_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nigeria&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nigeria&FORM=HDRSC4
134,Noruega,Norway,S,Norway,S,Norway,S,Norway,S,Norway,S,Norway,Estado Soberanos,Noruega,Reino de Noruega,Monarquía parlamentaria,Oslo,Europa,https://www.google.com/maps/place/Noruega,https://es.wikipedia.org/wiki/Noruega,https://commons.wikimedia.org/wiki/File:Norway_in_its_region.svg#/media/File:Norway_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Norway&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Norway&FORM=HDRSC4
135,Nueva Zelanda / Nueva Zelandia,New Zealand,S,New Zealand,S,New_Zealand,S,New Zealand,S,New Zealand,S,New Zealand,Estado Soberanos,Nueva Zelanda / Nueva Zelandia,Nueva Zelanda,Monarquía constitucional,Wellington,Oceanía,https://www.google.com/maps/place/Nueva Zelanda / Nueva Zelandia,https://es.wikipedia.org/wiki/Nueva Zelanda / Nueva Zelandia,https://commons.wikimedia.org/wiki/File:New Zealand_in_its_region.svg#/media/File:New Zealand_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +New Zealand&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +New Zealand&FORM=HDRSC4
136,Omán,Oman,S,Oman,S,Oman,S,Oman,S,Oman,S,Oman,Estado Soberanos,Omán,Sultanato de Omán,Monarquía absoluta,Mascate,Asia,https://www.google.com/maps/place/Omán,https://es.wikipedia.org/wiki/Omán,https://commons.wikimedia.org/wiki/File:Oman_in_its_region.svg#/media/File:Oman_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Oman&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Oman&FORM=HDRSC4
137,Países Bajos,Netherlands,S,Netherlands,S,Netherlands,S,Netherlands,S,Netherlands,S,Netherlands,País constituyente Autónomo,Países Bajos,Reino de los Países Bajos,Monarquía parlamentaria,Ámsterdam​,Europa,https://www.google.com/maps/place/Países Bajos,https://es.wikipedia.org/wiki/Países Bajos,https://commons.wikimedia.org/wiki/File:Netherlands_in_its_region.svg#/media/File:Netherlands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Netherlands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Netherlands&FORM=HDRSC4
138,Pakistán,Pakistan,S,Pakistan,S,Pakistan,S,Pakistan,S,Pakistan,S,Pakistan,Estado Soberanos,Pakistán,República Islámica de Pakistán,República islámica parlamentaria,Islamabad,Asia,https://www.google.com/maps/place/Pakistán,https://es.wikipedia.org/wiki/Pakistán,https://commons.wikimedia.org/wiki/File:Pakistan_in_its_region.svg#/media/File:Pakistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Pakistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Pakistan&FORM=HDRSC4
139,Palaos,Palau,N,Palau,N,Palau,N,Palau,N,Palau,N,Palau,Estado Soberanos,Palaos,República de Palaos,República presidencialista,Ngerulmud,Oceanía,https://www.google.com/maps/place/Palaos,https://es.wikipedia.org/wiki/Palaos,https://commons.wikimedia.org/wiki/File:Palau_in_its_region.svg#/media/File:Palau_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Palau&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Palau&FORM=HDRSC4
140,Palestina,Palestine,S,Palestine,S,Palestine,S,Palestine,S,West Bank and Gaza,S,Palestinian Territory,Estado Soberanos,Palestina,Estado de Palestina,República semipresidencialista,"oficial: Jerusalén Este​​
de facto: Ramala​",Asia,https://www.google.com/maps/place/Palestina,https://es.wikipedia.org/wiki/Palestina,https://commons.wikimedia.org/wiki/File:Palestine_in_its_region.svg#/media/File:Palestine_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Palestine&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Palestine&FORM=HDRSC4
141,Panamá,Panama,S,Panama,S,Panama,S,Panama,S,Panama,N,Panama,Estado Soberanos,Panamá,República de Panamá,República presidencialista,Ciudad de Panamá,América,https://www.google.com/maps/place/Panamá,https://es.wikipedia.org/wiki/Panamá,https://commons.wikimedia.org/wiki/File:Panama_in_its_region.svg#/media/File:Panama_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Panama&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Panama&FORM=HDRSC4
142,Papúa Nueva Guinea,Papua New Guinea,S,Papua New Guinea,S,Papua_New_Guinea,S,Papua New Guinea,S,Papua New Guinea,N,Papua New Guinea,Estado Soberanos,Papúa Nueva Guinea,Estado Independiente de Papúa Nueva Guinea,Monarquía constitucional,Puerto Moresby,Oceanía,https://www.google.com/maps/place/Papúa Nueva Guinea,https://es.wikipedia.org/wiki/Papúa Nueva Guinea,https://commons.wikimedia.org/wiki/File:Papua New Guinea_in_its_region.svg#/media/File:Papua New Guinea_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Papua New Guinea&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Papua New Guinea&FORM=HDRSC4
143,Paraguay,Paraguay,S,Paraguay,S,Paraguay,S,Paraguay,S,Paraguay,N,Paraguay,Estado Soberanos,Paraguay,República del Paraguay,República presidencialista,Asunción,América,https://www.google.com/maps/place/Paraguay,https://es.wikipedia.org/wiki/Paraguay,https://commons.wikimedia.org/wiki/File:Paraguay_in_its_region.svg#/media/File:Paraguay_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Paraguay&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Paraguay&FORM=HDRSC4
144,Perú,Peru,S,Peru,S,Peru,S,Peru,S,Peru,S,Peru,Estado Soberanos,Perú,República del Perú,República presidencialista,Lima,América,https://www.google.com/maps/place/Perú,https://es.wikipedia.org/wiki/Perú,https://commons.wikimedia.org/wiki/File:Peru_in_its_region.svg#/media/File:Peru_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Peru&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Peru&FORM=HDRSC4
145,Polonia,Poland,S,Poland,S,Poland,S,Poland,S,Poland,S,Poland,Estado Soberanos,Polonia,República de Polonia,República parlamentaria,Varsovia,Europa,https://www.google.com/maps/place/Polonia,https://es.wikipedia.org/wiki/Polonia,https://commons.wikimedia.org/wiki/File:Poland_in_its_region.svg#/media/File:Poland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Poland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Poland&FORM=HDRSC4
146,Portugal,Portugal,S,Portugal,S,Portugal,S,Portugal,S,Portugal,S,Portugal,Estado Soberanos,Portugal,República Portuguesa,República semipresidencialista,Lisboa,Europa,https://www.google.com/maps/place/Portugal,https://es.wikipedia.org/wiki/Portugal,https://commons.wikimedia.org/wiki/File:Portugal_in_its_region.svg#/media/File:Portugal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Portugal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Portugal&FORM=HDRSC4
147,Reino Unido,United Kingdom,S,UK,S,United_Kingdom,S,United Kingdom,S,United Kingdom,S,United Kingdom,Estado Soberanos,Reino Unido,Reino Unido de Gran Bretaña e Irlanda del Norte,Monarquía constitucional,Londres,Europa,https://www.google.com/maps/place/Reino Unido,https://es.wikipedia.org/wiki/Reino Unido,https://commons.wikimedia.org/wiki/File:United Kingdom_in_its_region.svg#/media/File:United Kingdom_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +United Kingdom&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +United Kingdom&FORM=HDRSC4
